id,name,organization,latitude‎,longitude‎
16970,Музейно-выставочный центр Казачинского района,mincult,57.6883,93.2778
16950,Краеведческий музей Мамско-Чуйского района,mincult,58.3101,112.9088
16949,Музей художника Б.Я. Ряузова,mincult,56.0117,92.8507
16948,Природно-этнографический парк-музей «Живун»,mincult,65.437,64.6826
16947,Шурышкарский районный музейный комплекс им. Г. С. Пузырёва,mincult,65.3975,64.7017
16946,Далматовский краеведческий музей,mincult,56.2581,62.9346
16944,Музей-заповедник «Трехречье»,mincult,52.8237,88.4449
16941,Районный историко-краеведческий музей п. Михайловка,mincult,52.9571,103.2861
16940,Шилкинский районный краеведческий музей,mincult,51.67,115.6388
16939,Балаганский историко-этнографический музей имени А.С. Башинова,mincult,54.0086,103.0501
16938,Доронинский народный музей истории села,mincult,51.1261,112.1415
16937,Историко-краеведческий музей города Вихоревки,mincult,56.1238,101.1778
16931,Музей АЗ,commercial,55.7721,37.5941
16905,Отдел современного искусства Тольяттинского художественного музея,mincult,53.5249,49.3182
16902,Фурмановская картинная галерея им. Д.А. Трубникова,mincult,57.2504,41.1122
16901,Музейно-выставочный центр Пензенского областного Дома народного творчества,mincult,53.1751,45.0066
16570,Ростовский областной музей изобразительных искусств (ул. Пушкинская),mincult,47.2257,39.7157
16548,Ростовский областной музей изобразительных искусств (пр-т Чехова),mincult,47.2255,39.7234
16517,Феодосийский литературно-мемориальный музей А. С. Грина,mincult,45.032,35.3805
16442,Марьяновский краеведческий историко-художественный музей,mincult,54.9585,72.6379
16440,Выставочный зал «Галерея Нагорная»,mincult,55.6762,37.6007
16437,Галерея «Здесь на Таганке»,mincult,55.7397,37.6696
16431,Галерея-мастерская «Выхино»,mincult,55.7082,37.8192
16410,Октябрьский районный музей,mincult,56.5132,57.202
16358,Пензенский областной Дом народного творчества,mincult,53.2147,45.0607
16342,Набережночелнинская картинная галерея,mincult,55.742,52.4104
16340,Варненский краеведческий музей им. В.И. Савина,mincult,53.3838,60.9796
16320,Историко-краеведческий музей им. Я. Ф. Балахонова,mincult,44.7799,41.785
16317,Борзинский районный краеведческий музей,mincult,50.5476,116.34
16315,Музей центрального района г. Новосибирск,mincult,55.0343,82.917
16286,Государственный выставочный зал истории войны в Афганистане,mincult,55.7578,37.7745
16267,Тотемское музейное объединение,mincult,59.9761,42.7631
16265,Музей истории городского округа Кохма,mincult,56.9336,41.0938
16261,Выставочный зал г. Михайловка,mincult,50.0694,43.2346
16256,Музейно-выставочный центр Красноармейского района г. Волгограда,mincult,48.5218,44.5599
16252,Волжская муниципальная картинная галерея,mincult,48.7833,44.7431
16251,Волжский музейно-выставочный комплекс,mincult,48.8038,44.7355
16244,Ленинск-Кузнецкий выставочный зал,mincult,54.6699,86.1728
16243,Музей-заповедник «Рябово»,mincult,58.1981,50.7981
16217,Районный историко-краеведческий музей г. Ахтубинск,mincult,48.2929,46.156
16216,Музей культуры Астрахани,mincult,46.3487,48.0347
16215,Музей боевой славы,mincult,46.3511,48.0365
16214,Выставочный зал «Музей»,mincult,53.5161,87.2793
16207,Историко-краеведческий Дом-музей Н.И. Лобачевского,mincult,55.8452,48.2572
16206,Городская картинная галерея «Вернисаж»,mincult,42.824,132.891
16203,Краеведческий музей Пожарского муниципального района,mincult,46.4463,134.3056
16191,Лабинский городской выставочный зал,mincult,44.6381,40.7208
16190,Центральный выставочный зал Геленджинского историко-краеведческого музея,mincult,44.5606,38.0803
16179,Национальный музей Кабардино-Балкарской Республики,mincult,43.4866,43.6082
16162,Марковский филиал Музейного Центра «Наследие Чукотки»,mincult,64.8611,173.3392
16161,Музейный центр «Наследие Чукотки»,mincult,64.7362,177.5209
16159,Дом на Новинской,mincult,57.8779,39.5565
16155,Салаватский историко-краеведческий музей,mincult,53.3667,55.9258
16150,Новоусманский районный краеведческий музей,mincult,51.6436,39.4131
16136,Перевозский районный музейно-выставочный центр,mincult,55.5983,44.5445
16134,Купинский районный музейно-мемориальный комплекс,mincult,54.3582,77.2826
16129,Музейный комплекс г. Куйбышев,mincult,55.4485,78.3065
16128,Музей истории города Каргата,mincult,55.1978,80.2837
16118,Исаклинский районный историко-краеведческий музей,mincult,54.1338,51.5328
16115,Углегорский муниципальный районный краеведческий музей,mincult,49.0798,142.0696
16099,Историко-краеведческий музей г. Еманжелинск,mincult,54.7528,61.313
16096,Выставочный зал «Колорит» ,mincult,54.9779,60.3715
16094,Историко-художественный музей г. Трехгорный,mincult,54.8221,58.4518
16093,Некрасовский районный краеведческий музей,mincult,57.6742,40.3685
16090,Художественный отдел Марьяновского музея,mincult,54.9609,72.6407
16089,Централизованная музейная система Нагайбакского муниципального района,mincult,53.5192,59.8112
16085,Районный краеведческий музей Кантемировского района,mincult,49.6991,39.859
16082,Феодосийская картинная галерея имени И. К. Айвазовского,mincult,45.0321,35.3822
16081,Евпаторийский краеведческий музей,mincult,45.187,33.3696
16078,Историко-краеведческий музей Советского района,mincult,45.3409,34.9296
16065,Музей истории Жешартского фанерного комбината,mincult,62.089,49.5912
16052,Музейно-выставочный центр «Отчина»,mincult,57.1266,43.8171
16042,Каракашлинский краеведческий музей им. С. Ш. Шарафиевой,mincult,54.677,53.2384
16036,Новокумский филиал Ставропольского краевого музея изобразительных искусств,mincult,44.7927,44.6953
16034,Камско-Устьинский районный краеведческий музей,mincult,55.193,49.2528
16033,Музейно-парковый комплекс Садонского комбината,mincult,43.046,44.2049
16025,Музейно-выставочный комплекс района,mincult,43.0423,44.2243
16022,Приморский краеведческий музей,mincult,60.365,28.6071
16020,Музей Советского района,mincult,55.0192,82.9417
15995,Музей «Дом поэтов»,mincult,57.8584,36.8071
15987,Дрожжановский краеведческий музей,mincult,54.7258,47.5641
15978,Исторический музей города Полевского,mincult,56.4469,60.1892
15977,Кезский районный краеведческий музей имени О.А. Поскребышева,mincult,57.895,53.7155
15970,Атнинский районный краеведческий музей,mincult,56.2505,49.4484
15966,Музей экологии и охраны природы г. Набережные Челны,mincult,55.7296,52.3787
15955,Межевской историко-художественный музей,mincult,58.7333,45.0249
15954,Музей истории народных художественных промыслов,mincult,56.3181,43.9952
15953,Чухломский краеведческий музей,mincult,58.0233,42.1273
15952,Мемориальный дом-музей генерала армии М.С. Малинина,mincult,58.3981,43.0018
15950,Солигаличский краеведческий музей им. Г.И. Невельского,mincult,59.0787,42.2869
15948,Муслюмовский краеведческий музей,mincult,55.3047,53.1987
15930,Музей городского округа «Жатай»,mincult,62.1619,129.8362
15929,Согратлинский краеведческий музей,mincult,42.281,46.9919
15928,Курахский краеведческий музей,mincult,41.5845,47.7854
15927,Мемориальный музей им. У. Буйнакского,mincult,42.5972,47.7177
15926,Харбалахская картинная галерея,mincult,62.1962,134.2514
15923,Черкесская картинная галерея,mincult,44.2264,42.049
15919,Музей государственности им. П.А. Ойунского,mincult,62.1836,133.2256
15915,Алданский историко-краеведческий музей,mincult,58.6097,125.3887
15914,Ванаварский филиал Эвенкийского краеведческого музея,mincult,60.3401,102.287
15912,Байкитский филиал Эвенкийского краеведческого музея,mincult,61.6784,96.378
15909,Зубово-Полянский краеведческий музей,mincult,54.0782,42.8386
15907,Ичалковский краеведческий музей,mincult,54.6941,45.2538
15903,Выставочный зал имени И.И. Сидельникова,mincult,54.058,44.9525
15902,Краснослободский краеведческий музей,mincult,54.4235,43.7928
15901,Замок Шереметева,mincult,56.2886,46.2937
15895,Усинский музейно-выставочный центр «Вортас»,mincult,65.9916,57.5461
15886,Историко-краеведческий музей обороны Туапсе,mincult,44.0958,39.0746
15884,Музей театрального искусства им. В. Тхапсаева,mincult,43.0287,44.6855
15880,Нижне-Архызский архитектурно-археологический комплекс,mincult,43.6799,41.4619
15874,Белебеевская художественная галерея,mincult,54.0938,54.1035
15868,Мурашинский историко-краеведческий музей,mincult,59.3972,48.9664
15861,Музей архитектуры и дизайна УрГАХУ,mincult,56.8361,60.6058
15836,Мензелинский мемориальный музей Мусы Джалиля,mincult,55.7205,53.099
15833,Сосновоборский городской музей,mincult,59.8965,29.0675
15831,Историко-культурный музейный центр г. Выборга,mincult,60.6987,28.7688
15829,Сенгилеевский районный краеведческий музей им. А.И. Солуянова,mincult,53.963,48.7956
15827,Новоспасский районный краеведческий музей,mincult,53.148,47.7649
15822,Музей олимпийской чемпионки Раисы Сметаниной ,mincult,61.6962,50.8219
15818,Краеведческий музей Шебалинского района,mincult,51.3069,85.6765
15816,Сурский районный историко-краеведческий музей,mincult,54.4811,46.7244
15813,Музей народно-прикладного искусства,mincult,56.6344,47.8948
15812,Шелтозерский вепсский этнографический музей им. Р. П. Лонина,mincult,61.3748,35.3553
15811,Моршанский историко-художественный музей,mincult,53.4428,41.8137
15803,Филиал  «Музей истории первого российского курорта «Марциальные воды»,mincult,62.1575,33.8962
15797,Музей-усадьба В.И. Вернадского,mincult,53.3071,42.3702
15790,Музейно-выставочный центр Тамбовской области,mincult,52.7222,41.4504
15785,Интерактивный музей ювелирного искусства,mincult,57.5139,41.2328
15499,Литературно-художественный музей г. Старый Крым,mincult,45.0281,35.0904
15497,Дом-музей А. С. Грина,mincult,45.0256,35.0827
15496,Дом-музей К. Г. Паустовского,mincult,45.0275,35.0897
15362,Районный краеведческий музей г. Новосокольники,mincult,56.3457,30.1507
15343,Историко-культурный музей имени Бирюковых,mincult,57.6419,41.3895
15298,Бежаницкий историко-культурный центр Философовых,mincult,56.9701,29.9131
15288,Выставочный зал «Меценат»,mincult,47.1081,39.4254
15285,Выставочный зал «Артрум»,mincult,54.6099,39.7073
15276,Народный дом,mincult,59.8585,38.376
15274,Дом-музей народного художника СССР В. А. Игошева,mincult,61.0048,69.0293
15273,Галерея-мастерская художника Г.С. Райшева,mincult,61.0005,69.0217
15265,Национальная художественная галерея,mincult,56.6321,47.886
15262,Музей Марины и Анастасии Цветаевых,mincult,45.025,35.385
15258,Этномир,commercial,55.2442,36.4374
15250,Экспозиционно-выставочный зал «Живая старина»,mincult,58.3789,42.3462
15241,Художественный салон (филиал МБУК «ГДК им. Ленина»),mincult,56.3435,30.5201
15227,Музей-квартира Василия Ивановича Белова,mincult,59.22,39.8795
15210,Оконешниковский районный исторический музей,mincult,54.8376,75.0773
15206,Историко-археологический комплекс Салачик,mincult,44.7484,33.9067
15205,Художественный музей Бахчисарайского историко-культурного и археологического музея-заповедника,mincult,44.7487,33.8816
15193,Квартира-музей В.И. Ленина,mincult,54.3202,48.4067
15192,"Дом, где родился В.И. Ульянов (Ленин)",mincult,54.3196,48.4056
15190,Медиа-центр «Vыход»,mincult,61.7881,34.3769
15186,Музей «Анна Ахматова. Серебряный век»,mincult,59.8683,30.2682
15184,Историко-музыкальный музей им. А.Н. Верстовского,mincult,53.3237,40.6958
15183,Государственный музей-заповедник М. Ю. Лермонтова,mincult,44.0402,43.0786
15181,Амурский областной краеведческий музей им. Г. С. Новикова-Даурского,mincult,50.2591,127.5253
15180,Десногорский историко-краеведческий музей,mincult,54.1534,33.2806
15175,Кировский городской зоологический музей,mincult,58.5773,49.684
15174,Арский историко-этнографический музей «Казан арты»,mincult,56.0918,49.8763
15172,Природа им. С.И. Трофимова Арзамасского района,mincult,55.6004,43.7801
15167,Музей истории города Иркутска им. А. М. Сибирякова,mincult,52.2907,104.2963
15166,Ангарский городской музей,mincult,52.5423,103.8897
15165,Усть-Кубинский районный краеведческий музей,mincult,59.6305,39.7241
15163,Чагодощенский музей истории и народной культуры,mincult,59.1683,35.3246
15148,Северо-Кавказский филиал Музея искусства народов Востока,mincult,44.6043,40.1003
15143,Саяногорский краеведческий музей,mincult,53.0926,91.4167
15142,Ардатовский краеведческий музей,mincult,54.8492,46.2339
15139,Мугайский музейно-туристский комплекс,mincult,58.3917,61.5574
15138,Картинная галерея,mincult,54.7291,37.1795
15135,Березниковский историко-художественный музей им. И. Ф. Коновалова,mincult,59.41,56.7911
15134,Родинский музей истории и изобразительного искусства им. А.С. Цыбинова,mincult,52.4964,80.2085
15133,Пугачевский краеведческий музей им. К.И. Журавлева,mincult,52.012,48.814
15129,Удомельский краеведческий музей,mincult,57.8699,35.0044
15122,Осташковский краеведческий музей,mincult,57.1588,33.1017
15110,Ямальский краеведческий музей,mincult,66.8623,70.8382
15108,Санкт-Петербургский музей игрушки,commercial,59.9698,30.3004
15105,Музей «Музыка и время»,mincult,57.6301,39.8952
15102,Сосновоборский краеведческий музей,mincult,53.2919,46.2629
15101,Белогорский районный историко-краеведческий музей,mincult,45.0584,34.5937
15095,Музей истории г. Балаково,mincult,52.0413,47.7919
15093,Райчихинский краеведческий музей,mincult,49.789,129.4052
15088,Ивановский государственный историко-краеведческий музей имени Д.Г. Бурылина,mincult,56.9961,40.9862
15087,Пронский краеведческий музей,mincult,54.1128,39.6163
15080,Научно-культурный центр,mincult,57.0235,28.9307
15077,Андроповский районный краеведческий музей,mincult,44.4575,42.5022
15073,Политехнический музей,mincult,55.7577,37.6296
15072,Липецкий областной художественный музей,mincult,52.6112,39.6034
15071,Историко-культурный музейный комплекс в Разливе,mincult,60.0798,29.9768
15070,Ачинский музейно-выставочный центр,mincult,56.2688,90.4923
15069,Музей истории и культуры Сыктывдинского района,mincult,61.6222,50.7528
15067,Красноярский музейно-выставочный центр,mincult,56.0587,92.9683
15064,Глазовский краеведческий музей,mincult,58.14,52.6654
15063,Первомайский районный краеведческий музей,mincult,57.0685,86.2296
15060,Уренгойский краеведческий музей,mincult,65.9661,78.3794
15058,Пильнинский районный краеведческий музей,mincult,55.5495,45.9239
15045,Омский музей просвещения,mincult,54.9857,73.3724
15043,Музей истории города Самары им. М.Д. Челышова,mincult,53.1833,50.089
15042,Литературно-художественный музей книги А.П. Чехова «Остров Сахалин»,mincult,46.9573,142.7397
15041,Музей Героев Советского Союза и России,mincult,55.6818,37.5838
15040,Свердловский областной краеведческий музей,mincult,56.8341,60.6025
15038,Историко-краеведческий музей Брянского района,mincult,53.2748,34.2346
15037,Хвастовичская картинная галерея,mincult,53.4707,35.0954
15036,Мемориальный комплекс Партизанская поляна,mincult,53.2348,34.5977
15035,Иркутский областной художественный музей им. В. П. Сукачёва,mincult,52.284,104.2814
15034,Музей Владимира Федосеевича Раевского,mincult,51.1318,37.4972
15033,Чернянский районный краеведческий музей,mincult,50.9426,37.8025
15030,Ялтинский историко-литературный музей,mincult,44.4901,34.1611
15025,Егорьевский историко-художественный музей,mincult,55.3841,39.0347
15024,Питкярантский городской краеведческий музей,mincult,61.5766,31.4675
15020,Шарангский народный краеведческий музей,mincult,57.1765,46.545
15019,Североуральский краеведческий музей,mincult,60.1493,59.9555
15018,Зеленокумский краеведческий музей,mincult,44.4032,43.8842
15016,Темкинский историко-краеведческий музей,mincult,55.0821,35.0086
15014,Краснокамский районный историко-краеведческий музей,mincult,56.1216,54.1627
15012,Благовещенский историко-краеведческий музей,mincult,55.0327,55.9674
15011,Белорецкая картинная галерея,mincult,53.973,58.411
15009,Давлекановский историко-краеведческий музей,mincult,54.2135,55.0315
15008,Севский краеведческий музей,mincult,52.1509,34.496
15007,Мемориальный комплекс «Хацунь»,mincult,53.1315,34.6346
15006,Военно-исторический музей 1941 года «Кременки»,mincult,54.8845,37.1131
15005,Почепский краеведческий музей,mincult,52.9115,33.4424
15004,Новеньский филиал,mincult,50.9788,36.1468
15002,Дом-музей В. И. Чапаева в г. Балаково,mincult,52.0318,47.7721
15000,Поимский историко-архитектурный музей,mincult,53.0267,43.1761
14999,Музей Железнодорожного района города Новосибирска,mincult,55.0352,82.9026
14998,Абдулинский историко-краеведческий музей,mincult,53.6865,53.6448
14996,Альметьевский краеведческий музей,mincult,54.9015,52.2805
14995,Увинский историко-художественный музей,mincult,56.9843,52.1849
14994,Сердобский краеведческий музей,mincult,52.461,44.2035
14993,Историко-краеведческий музей с. Черный Яр,mincult,48.0625,46.1183
14991,Военно-морской музей Северного флота ,mincult,69.0248,33.0803
14978,Национальный музей Удорского района с. Кослан,mincult,63.4581,48.9036
14974,Государственный историко-культурный и природно-ландшафтный музей-заповедник имени Г. Н. Прозрителева и Г. К. Праве,mincult,45.0447,41.9682
14945,Выставочный зал федеральных архивов,othergov,55.733,37.5742
14940,Спас-Клепиковская второклассная учительская школа,mincult,55.1266,40.1694
14934,Муниципальное учреждение «Районный краеведческий музей»,mincult,47.5689,38.8605
14911,«Шолохов-Центр» музея-заповедника М. А. Шолохова,mincult,47.2263,39.7361
14908,Подворье Т. А. Каргина (Музей-заповедник М. А. Шолохова),mincult,49.3509,41.6444
14907,"Дом, в котором родился М. А. Шолохов (Музей-заповедник М. А. Шолохова)",mincult,49.4281,41.7749
14906,Мемориальная квартира Святослава Рихтера,mincult,55.76,37.5975
14902,Экскурсионно-выставочный центр «Народный дом» музея-заповедника М. А. Шолохова,mincult,49.6272,41.7232
14896,Приказная палата,mincult,57.8202,28.3303
14870,МКУК «Орловский краеведческий музей»,mincult,58.5397,48.8998
14845,Центр эстетического воспитания «Мусейон»,mincult,55.7483,37.6061
14841,ГМИИ им. А. С. Пушкина. Отдел личных коллекций,mincult,55.7475,37.6073
14840,Галерея искусства стран Европы и Америки XIX-XX вв.,mincult,55.7466,37.6052
14833,Рязанский музей путешественников,mincult,54.6262,39.7485
14824,Музей-заповедник «Томская Писаница»,mincult,55.3499,86.0867
14820,Дом-музей М. А. Волошина в Коктебеле,mincult,44.9585,35.2508
14817,Раздорский этнографический музей-заповедник,mincult,47.5413,40.6502
14812,Старорусский краеведческий музей,mincult,57.9915,31.3589
14797,Режевской исторический музей,mincult,57.3745,61.3923
14789,Пижанский краеведческий музей,mincult,57.4576,48.5437
14772,Музей «Кутузовская изба»,mincult,55.7397,37.5231
14762,Театральная галерея на Малой Ордынке,mincult,55.7387,37.6259
14760,Дворец Александра III в Массандре,mincult,44.5169,34.2025
14733,Сургутский художественный музей,mincult,61.2538,73.4231
14698,Краеведческий музей г. Покачи,mincult,61.7393,75.6037
14678,Музей истории и этнографии,mincult,61.3116,63.3242
14602,Угутский краеведческий музей им. П. C. Бахлыкова,mincult,60.5088,74.0542
14592,Русскинской музей природы и человека им. А.П. Ядрошникова,mincult,62.1559,73.6032
14591,Районный Учинский историко-этнографический музей имени Анатолия Николаевича Хомякова,mincult,60.0344,65.201
14589,Районный краеведческий музей имени Нины Степановны Цехновой,mincult,59.6496,67.4142
14588,Межпоселенческий центр национальных промыслов и ремесел,mincult,61.64,75.0848
14560,Государственный музей героической обороны и освобождения Севастополя,mincult,44.5946,33.5216
14559,Государственный историко-археологический музей-заповедник «Херсонес Таврический»,mincult,44.6094,33.4932
14535,Краеведческий музей им. Т. В. Великородовой,mincult,61.089,75.8103
14529,Музей истории и ремесел Советского района,mincult,61.3571,63.5545
14514,Музейно-выставочный центр пгт Октябрьское,mincult,62.4591,66.0452
14488,Арбажский районный краеведческий музей,mincult,57.679,48.303
14484,Дом-музей М.Б. Грекова,mincult,47.4232,40.1026
14359,Усадьба М. Т. Куницыной,mincult,64.5336,40.5322
14328,Дом-музей И.И. Крылова,mincult,47.4256,40.0815
14291,Литературно-музыкальный музей г. Мичуринска,mincult,52.8874,40.5082
14237,Литературный музей им. М. И. Цветаевой,mincult,55.7548,52.0708
14166,Исторический музей,mincult,54.7823,32.0501
14129,Вохомский краеведческий музей,mincult,58.9318,46.7602
14123,Романовский музей,mincult,57.7696,40.9298
14118,Дворянское собрание,mincult,57.7699,40.9305
14112,Пожарная каланча,mincult,57.7688,40.926
14060,Военно-исторический музей «Безымянная высота»,mincult,54.0329,33.8553
13996,Сухоложский историко-краеведческий музей,mincult,56.9045,62.0347
13991,Городской выставочный зал,mincult,56.4256,61.8952
13990,МБУ Горноуральского городского округа «Музейный комплекс»,mincult,57.6845,61.0247
13989,Верхнесинячихинское музейное объединение,mincult,58.093,63.0344
13912,Выставочный зал художественной школы имени И.Е. Репина,mincult,53.4762,49.4755
13909,Государственный выставочный зал «Арт-Измайлово»,mincult,55.796,37.7956
13870,"Музей истории донской народной культуры, ремесел и быта",mincult,47.4969,42.1854
13861,Набережная исторического флота Музея Мирового океана,mincult,54.7066,20.5005
13847,Музейно-выставочный центр «Природа» им. С. И. Трофимова,mincult,55.3826,43.7892
13819,Центр туризма «Русские крылья»,mincult,56.7639,43.2658
13778,Московский музей современного искусства в Ермолаевском переулке,mincult,55.7656,37.5921
13743,Музей истории города Отрадного,mincult,53.3754,51.3472
13575,Липецкий областной краеведческий музей,mincult,52.614,39.6086
13551,Музей-памятник «Сампсониевский собор»,mincult,59.9684,30.343
13533,Западная кордегардия Михайловского замка,mincult,59.9381,30.3386
13531,Государственный Русский музей. Корпус Бенуа,mincult,59.9412,30.3293
13501,Починковский историко-краеведческий музей,mincult,54.4067,32.4369
13498,Историко-архелогический и природный музей-заповедник «Гнёздово»,mincult,54.7709,32.0593
13489,"Государственный Русский музей, Михайловский дворец",mincult,59.9388,30.3326
13440,МБУК «Ельнинский музей»,mincult,54.5799,33.1844
13333,Концертно-выставочный зал «Смольный собор»,mincult,59.9489,30.3954
13313,Мемориально-художественный музей Валентина Серова и усадьбы «Домотканово»,mincult,56.7193,35.9619
13214,Таловский районный музей,mincult,51.1192,40.7249
13199,Бутурлиновский народный краеведческий музей,mincult,50.8316,40.5855
13131,Культурно-выставочный центр имени Тенишевых,mincult,54.7837,32.0478
13128,Губернская судебная управа,mincult,58.2392,68.4396
13093,Центр культуры и искусства — дача «Чайка» художника В.К. Бялыницкого-Бируля,mincult,57.9848,35.035
13091,Мемориально-художественный музей Владимира Серова,mincult,56.7817,36.1136
13089,Государственный музей-памятник «Исаакиевский собор»,mincult,59.9339,30.3061
13087,Руднянский исторический музей,mincult,54.9462,31.0984
13080,Музей Партизанской Славы,mincult,55.5044,31.8551
13075,Губернский музей,mincult,58.2004,68.2572
13073,Тюремный замок,mincult,58.2392,68.4396
13072,Рентерея г. Тобольск,mincult,58.2392,68.4396
13071,Гостиный двор,mincult,58.2392,68.4396
13066,Архиерейский дом,mincult,58.2392,68.4396
13064,Дворец наместника,mincult,58.2392,68.4396
13056,Археологический музей-заповедник на озере Андреевское,mincult,57.0184,65.786
13054,Музей-усадьба Колокольниковых,mincult,57.1587,65.529
13052,Музей «Дом Машарова»,mincult,57.1581,65.5264
13050,Музей «Городская Дума»,mincult,57.1608,65.5212
13044,Музей изобразительных искусств,mincult,57.1531,65.5485
13023,Дом-музей художника Н. Н. Хохрякова,mincult,58.5995,49.6721
13001,Дом-музей В.И. Ленина,mincult,54.3126,48.3825
12998,Копейский краеведческий музей,mincult,55.1098,61.6196
12931,Историко краеведческий музей,control,52.3908,50.4809
12898,Морской выставочный центр в Светлогорске,mincult,54.9447,20.1556
12897,Музей ювелирного искусства,mincult,57.7661,40.9304
12886,Государственный историко-художественный и литературный музей-заповедник «Абрамцево»,mincult,56.2324,37.9695
12880,Художественно-мемориальный музей К.С. Петрова-Водкина,mincult,52.4928,48.1087
12877,Приоратский дворец,mincult,59.5583,30.1212
12875,Гатчинский дворец,mincult,59.5639,30.108
12863,Ярославский историко-архитектурный музей-заповедник,mincult,57.6211,39.8886
12845,Музей «Градостроительство и архитектура Симбирска-Ульяновска»,mincult,54.3109,48.3837
12790,Ленинский мемориал,mincult,54.3197,48.4058
12771,Крымский этнографический музей,mincult,44.9483,34.0957
12765,Музей-заповедник «Казанский Кремль»,mincult,55.7998,49.1047
12762,Музей-заповедник «Усадьба С. Н. Худекова»,mincult,53.9108,39.7329
12685,Мемориальный музей А. П. Гайдара,mincult,51.6322,35.2543
12684,Мемориальный музей Н.Н. Асеева,mincult,51.6871,35.2854
12683,Льговский краеведческий музей,mincult,51.6891,35.2867
12682,Дом-музей писателя фронтовика К.Д. Воробьева,mincult,51.4181,36.7493
12680,Дмитриевский краеведческий музей имени А. Ф. Вангенгейма,mincult,52.1288,35.0778
12678,Рыльский краеведческий музей,mincult,51.5697,34.6796
12677,Музей Н. В. Плевицкой,mincult,51.8147,36.4748
12676,Литературный музей,mincult,51.7422,36.1883
12674,Щигровский  краеведческий музей,mincult,51.8728,36.913
12672,Военно-исторический музей «Юные защитники Родины»,mincult,51.7052,36.1558
12667,Мемориальный музей композитора Г.В. Свиридова,mincult,52.0872,35.8655
12665,Фатежский краеведческий музей,mincult,52.088,35.8593
12662,ГУК ТО «Музей Григория Распутина»,mincult,57.24,66.7889
12660,Тимский краеведческий музей,mincult,51.6217,37.1221
12657,Суджанский краеведческий музей,mincult,51.1927,35.2705
12655,Национальный музей Республики Коми,mincult,61.6695,50.8381
12654,Советский краеведческий музей,mincult,51.8477,37.727
12646,Усадьба А. А. Фета,mincult,51.9809,36.486
12634,Музей «Россия в Великой войне» в Ратной палате ,mincult,59.7254,30.3864
12629,Пристенский краеведческий музей,mincult,51.235,36.6941
12622,Обоянский краеведческий музей,mincult,51.2107,36.2679
12611,Историко-мемориальный музей «КП Центрального фронта»,mincult,51.2992,36.6744
12578,"Историко-культурный, мемориальный музей-заповедник «Киммерия М.А. Волошина»",mincult,45.025,35.385
12522,Музей-заповедник «Судакская крепость»,mincult,44.8432,34.9569
12516,Симферопольский художественный музей,mincult,44.9572,34.0913
12512,Центральный музей Тавриды,mincult,44.9488,34.0954
12509,Воронцовский дворец-музей,mincult,44.4198,34.0549
12495,Выставочный центр «Эрмитаж-Выборг»,mincult,60.7085,28.7375
12493,Староладожский историко-архитектурный и археологический музей-заповедник,mincult,59.9904,32.2934
12459,Национальный музей Республики Калмыкия имени Н.Н. Пальмова,mincult,46.3106,44.2557
12430,Национальный центр декоративно-прикладного искусства и ремесел,mincult,56.8448,53.2059
12423,Государственный мемориально-архитектурный комплекс «Музей-усадьба П. И. Чайковского»,mincult,57.0541,53.9676
12418,Курганский областной художественный музей,mincult,55.4408,65.3536
12417,Национальный музей Удмуртской Республики им. К. Герда,mincult,56.8535,53.2155
12353,Вельский краеведческий музей имени В. Ф. Кулакова,mincult,61.0763,42.1132
12333,Государственный музей-заповедник С. А. Есенина,mincult,54.8632,39.6049
12307,Центр «Эрмитаж-Казань»,mincult,55.7815,49.1253
12266,Чистопольский государственный историко-архитектурный и литературный музей-заповедник,mincult,55.3702,50.6415
12259,Музей им. Г. Кайбицкой,mincult,55.3998,48.1898
12249,Ненецкий краеведческий музей,mincult,67.6404,53.0104
12248,ГБУК «Болгарский государственный историко-архитектурный музей-заповедник»,mincult,54.9748,49.0302
12245,Актанышский краеведческий музей Республики Татарстан,mincult,55.7221,54.0579
12233,Северный морской музей,mincult,64.534,40.5168
12200,Историко-культурный центр «Дворцовый комплекс Ольденбургских»,mincult,51.9101,39.3371
12183,Курчатовский краеведческий музей,mincult,51.6634,35.6472
12144,Мемориальный музей-квартира семьи актеров Самойловых,mincult,59.9313,30.3505
12143,Здание бывшей Гауптвахты,mincult,57.7688,40.9268
12142,Музей-квартира Н. А. Римского-Корсакова,mincult,59.9251,30.3406
12141,"Музей «Разночинный Петербург». Выставочный зал – Б. Казачий пер., 9",mincult,59.9232,30.3272
12137,"Музей «Разночинный Петербург». Выставочный зал – Подольская ул., 14",mincult,59.9166,30.324
12136,Дом-музей Ф.И. Шаляпина,mincult,59.9742,30.3056
12131,Музей-заповедник Ф. И. Тютчева «Овстуг»,mincult,53.371,33.8783
12106,Дом на набережной,mincult,55.7445,37.613
12101,Музей археологии Москвы,mincult,55.7563,37.6172
12098,Музей русской гармоники А. Мирека,mincult,55.772,37.5949
12082,Музей-усадьба «Люблино»,mincult,55.6881,37.7425
12079,Усадьба «Измайлово»,mincult,55.7923,37.7633
12077,Музей-заповедник «Коломенское»,mincult,55.6692,37.672
12071,Музейно-выставочный центр «Музей моды»,mincult,55.7544,37.625
12016,Волгодонский художественный музей,mincult,47.5105,42.1634
11843,Соседский клуб «Праздник души»,mincult,55.8418,37.3666
11841,Музей Морского космического флота,mincult,55.8572,37.3486
11815,Выставочный зал г. Мурманска,mincult,68.9784,33.0852
